Namespace(arch='vgg_small_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=2023, dynamic_range=[0.8, 0.0], resume='', evaluate=False, save_dir='saveModel-004', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
628	0.022	0.366	99.381	90.605
629	0.023	0.343	99.377	91.006
630	0.022	0.387	99.399	90.014
631	0.020	0.356	99.525	90.835
632	0.020	0.341	99.477	91.206
633	0.021	0.377	99.417	90.074
634	0.021	0.358	99.427	89.934
635	0.020	0.347	99.487	90.996
636	0.020	0.359	99.481	90.325
637	0.021	0.361	99.429	90.264
638	0.021	0.367	99.403	89.533
639	0.020	0.340	99.499	90.665
640	0.021	0.402	99.427	89.704
641	0.022	0.369	99.375	90.014
642	0.021	0.387	99.401	90.284
643	0.022	0.388	99.421	90.264
644	0.023	0.353	99.311	90.845
645	0.024	0.390	99.315	90.465
646	0.021	0.362	99.433	90.665
647	0.021	0.364	99.455	90.845
648	0.020	0.363	99.475	90.825
649	0.021	0.356	99.409	90.815
650	0.021	0.404	99.415	90.004
651	0.022	0.391	99.383	90.294
652	0.020	0.379	99.455	90.725
653	0.020	0.347	99.503	90.605
654	0.018	0.363	99.569	90.825
655	0.017	0.388	99.593	90.515
656	0.018	0.374	99.509	90.445
657	0.018	0.367	99.567	90.815
658	0.018	0.376	99.519	90.214
659	0.018	0.367	99.555	90.685
660	0.019	0.389	99.471	89.924
661	0.019	0.353	99.513	90.825
662	0.019	0.347	99.523	90.525
663	0.018	0.380	99.563	90.124
664	0.018	0.382	99.545	90.375
665	0.019	0.375	99.477	90.525
666	0.017	0.332	99.561	91.276
667	0.016	0.325	99.589	91.496
668	0.017	0.361	99.563	90.895
669	0.017	0.334	99.595	91.046
670	0.015	0.344	99.679	90.966
671	0.015	0.351	99.639	90.785
672	0.016	0.341	99.617	90.976
673	0.016	0.343	99.603	90.765
674	0.017	0.369	99.577	90.946
675	0.017	0.334	99.565	91.156
